"Order_ID";"Customer_ID";"Customer_Name";"country";"state";"city";"Order_Date";"Ship_Date";"Ship_Mode";"Segment";"Postal_code";"Region";"Product_ID";"Category";"Sub_Category";"Product_Name";"Quantity";"Discount";"sales";"cost";"Profit"
"CA-2017-144638";"MH-18115";"Mick Hernandez";"United States";"Pennsylvania";"Chester";"2017-03-10";"2017-03-14";"Standard Class";"Home Office";19013;"East";"FUR-FU-10003535";"Furniture";"Furnishings";"Howard Miller Distant Time Traveler Alarm Clock";2;0.2;"43.87";"32.36";11.52
"US-2016-168620";"RB-19795";"Ross Baird";"United States";"North Carolina";"Charlotte";"2016-12-24";"2016-12-28";"Second Class";"Home Office";28205;"South";"OFF-BI-10001575";"Office Supplies";"Binders";"GBC Linen Binding Covers";3;0.7;"27.88";"48.33";-20.45
"US-2016-168620";"RB-19795";"Ross Baird";"United States";"North Carolina";"Charlotte";"2016-12-24";"2016-12-28";"Second Class";"Home Office";28205;"South";"OFF-ST-10003716";"Office Supplies";"Storage";"Tennsco Double-Tier Lockers";3;0.2;"540.05";"587.3";-47.25
"US-2016-168620";"RB-19795";"Ross Baird";"United States";"North Carolina";"Charlotte";"2016-12-24";"2016-12-28";"Second Class";"Home Office";28205;"South";"TEC-AC-10004469";"Technology";"Accessories";"Microsoft Sculpt Comfort Mouse";8;0.2;"255.68";"178.98";76.7
"CA-2017-117079";"JR-15700";"Jocasta Rupert";"United States";"Florida";"Jacksonville";"2017-10-23";"2017-10-27";"Standard Class";"Consumer";32216;"South";"TEC-PH-10004586";"Technology";"Phones";"Wilson SignalBoost 841262 DB PRO Amplifier Kit";3;0.2;"863.88";"755.9";107.98
"US-2016-144393";"SM-20950";"Suzanne McNair";"United States";"North Carolina";"Greenville";"2016-10-28";"2016-11-04";"Standard Class";"Corporate";27834;"South";"OFF-BI-10004236";"Office Supplies";"Binders";"XtraLife ClearVue Slant-D Ring Binder, White, 3""""";4;0.7;"17.62";"31.71";-14.09
"CA-2017-105053";"CS-12355";"Christine Sundaresam";"United States";"New York";"Long Beach";"2017-07-07";"2017-07-09";"Second Class";"Consumer";11561;"East";"OFF-BI-10001634";"Office Supplies";"Binders";"Wilson Jones Active Use Binders";3;0.2;"17.47";"11.14";6.33
"CA-2016-155992";"CC-12220";"Chris Cortes";"United States";"Indiana";"La Porte";"2016-10-01";"2016-10-02";"First Class";"Consumer";46350;"Central";"TEC-PH-10000215";"Technology";"Phones";"Plantronics Cordless Phone Headset with In-line Volume - M214C";2;0.0;"69.9";"51.03";18.87
"CA-2016-155992";"CC-12220";"Chris Cortes";"United States";"Indiana";"La Porte";"2016-10-01";"2016-10-02";"First Class";"Consumer";46350;"Central";"FUR-FU-10003724";"Furniture";"Furnishings";"Westinghouse Clip-On Gooseneck Lamps";5;0.0;"41.85";"30.97";10.88
"CA-2017-110380";"PF-19225";"Phillip Flathmann";"United States";"California";"San Francisco";"2017-09-02";"2017-09-07";"Standard Class";"Consumer";94122;"West";"OFF-AR-10000422";"Office Supplies";"Art";"Pencil and Crayon Sharpener";3;0.0;"6.57";"4.8";1.77
"US-2014-167738";"JC-16105";"Julie Creighton";"United States";"California";"Los Angeles";"2014-12-24";"2014-12-29";"Standard Class";"Corporate";90045;"West";"OFF-ST-10003306";"Office Supplies";"Storage";"Letter Size Cart";1;0.0;"142.86";"101.43";41.43
"US-2014-167738";"JC-16105";"Julie Creighton";"United States";"California";"Los Angeles";"2014-12-24";"2014-12-29";"Standard Class";"Corporate";90045;"West";"FUR-CH-10001146";"Furniture";"Chairs";"Global Value Mid-Back Manager's Chair, Gray";6;0.2;"292.27";"274";18.27
"CA-2017-121412";"BG-11695";"Brooke Gillingham";"United States";"Colorado";"Louisville";"2017-09-23";"2017-09-27";"Standard Class";"Corporate";80027;"West";"FUR-FU-10000246";"Furniture";"Furnishings";"Aluminum Document Frame";3;0.2;"29.33";"25.66";3.67
"CA-2017-100426";"DC-12850";"Dan Campbell";"United States";"Alabama";"Florence";"2017-06-04";"2017-06-08";"Standard Class";"Consumer";35630;"South";"OFF-PA-10002870";"Office Supplies";"Paper";"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”";2;0.0;"12.48";"6.86";5.62
"US-2016-103646";"SP-20545";"Sibella Parks";"United States";"Illinois";"Chicago";"2016-04-21";"2016-04-26";"Standard Class";"Corporate";60623;"Central";"OFF-ST-10000563";"Office Supplies";"Storage";"Fellowes Bankers Box Stor/Drawer Steel Plus";4;0.2;"102.34";"115.13";-12.79
"US-2016-103646";"SP-20545";"Sibella Parks";"United States";"Illinois";"Chicago";"2016-04-21";"2016-04-26";"Standard Class";"Corporate";60623;"Central";"OFF-AP-10004487";"Office Supplies";"Appliances";"Kensington 4 Outlet MasterPiece Compact Power Control Center";3;0.8;"48.79";"175.65";-126.86
"US-2016-103646";"SP-20545";"Sibella Parks";"United States";"Illinois";"Chicago";"2016-04-21";"2016-04-26";"Standard Class";"Corporate";60623;"Central";"OFF-BI-10002854";"Office Supplies";"Binders";"Performers Binder/Pad Holder, Black";8;0.8;"44.85";"112.12";-67.27
"CA-2016-119186";"MS-17710";"Maurice Satty";"United States";"Texas";"Fort Worth";"2016-05-26";"2016-05-26";"Same Day";"Consumer";76106;"Central";"OFF-PA-10004621";"Office Supplies";"Paper";"Xerox 212";2;0.2;"10.37";"6.74";3.63
"CA-2016-119186";"MS-17710";"Maurice Satty";"United States";"Texas";"Fort Worth";"2016-05-26";"2016-05-26";"Same Day";"Consumer";76106;"Central";"FUR-CH-10001973";"Furniture";"Chairs";"Office Star Flex Back Scooter Chair with White Frame";5;0.3;"388.43";"477.21";-88.78
"CA-2016-119186";"MS-17710";"Maurice Satty";"United States";"Texas";"Fort Worth";"2016-05-26";"2016-05-26";"Same Day";"Consumer";76106;"Central";"OFF-PA-10004040";"Office Supplies";"Paper";"Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)";3;0.2;"14.35";"9.15";5.2
"CA-2016-119186";"MS-17710";"Maurice Satty";"United States";"Texas";"Fort Worth";"2016-05-26";"2016-05-26";"Same Day";"Consumer";76106;"Central";"TEC-AC-10000580";"Technology";"Accessories";"Logitech G13 Programmable Gameboard with LCD Display";1;0.2;"63.99";"71.19";-7.2
"CA-2016-148698";"BD-11770";"Bryan Davis";"United States";"Texas";"Houston";"2016-05-02";"2016-05-07";"Standard Class";"Consumer";77070;"Central";"OFF-AR-10004022";"Office Supplies";"Art";"Panasonic KP-380BK Classic Electric Pencil Sharpener";3;0.2;"86.35";"80.96";5.4
"CA-2014-163293";"KC-16255";"Karen Carlisle";"United States";"Georgia";"Macon";"2014-09-08";"2014-09-11";"First Class";"Corporate";31204;"South";"TEC-AC-10004209";"Technology";"Accessories";"Memorex Froggy Flash Drive 4 GB";3;0.0;"32.97";"20.11";12.86
"CA-2014-163293";"KC-16255";"Karen Carlisle";"United States";"Georgia";"Macon";"2014-09-08";"2014-09-11";"First Class";"Corporate";31204;"South";"TEC-AC-10000023";"Technology";"Accessories";"Maxell 74 Minute CD-R Spindle, 50/Pack";4;0.0;"83.88";"53.68";30.2
"CA-2016-160815";"TR-21325";"Toby Ritter";"United States";"Iowa";"Cedar Rapids";"2016-09-05";"2016-09-06";"First Class";"Consumer";52402;"Central";"TEC-PH-10003505";"Technology";"Phones";"Geemarc AmpliPOWER60";3;0.0;"278.4";"197.66";80.74
"CA-2017-122154";"SA-20830";"Sue Ann Reed";"United States";"Florida";"Jacksonville";"2017-04-09";"2017-04-11";"First Class";"Consumer";32216;"South";"OFF-LA-10000121";"Office Supplies";"Labels";"Avery 48";3;0.2;"15.12";"10.21";4.91
"CA-2017-122154";"SA-20830";"Sue Ann Reed";"United States";"Florida";"Jacksonville";"2017-04-09";"2017-04-11";"First Class";"Consumer";32216;"South";"OFF-BI-10002026";"Office Supplies";"Binders";"Avery Arch Ring Binders";1;0.7;"17.43";"30.79";-13.36
"CA-2017-122154";"SA-20830";"Sue Ann Reed";"United States";"Florida";"Jacksonville";"2017-04-09";"2017-04-11";"First Class";"Consumer";32216;"South";"OFF-PA-10000994";"Office Supplies";"Paper";"Xerox 1915";3;0.2;"251.64";"163.57";88.07
"US-2015-149692";"KW-16435";"Katrina Willman";"United States";"Texas";"Austin";"2015-12-06";"2015-12-12";"Standard Class";"Consumer";78745;"Central";"OFF-BI-10002813";"Office Supplies";"Binders";"Avery Reinforcements for Hole-Punch Pages";7;0.8;"2.77";"7.62";-4.85
"CA-2016-119445";"GM-14500";"Gene McClure";"United States";"Rhode Island";"Providence";"2016-06-26";"2016-07-03";"Standard Class";"Consumer";2908;"East";"OFF-ST-10000617";"Office Supplies";"Storage";"Woodgrain Magazine Files by Perma";5;0.0;"14.9";"13.86";1.04
"CA-2015-124268";"AD-10180";"Alan Dominguez";"United States";"New York";"New York City";"2015-07-04";"2015-07-08";"Standard Class";"Home Office";10035;"East";"OFF-AR-10004817";"Office Supplies";"Art";"Colorific Watercolor Pencils";3;0.0;"15.48";"10.99";4.49
"CA-2016-154711";"TB-21355";"Todd Boyes";"United States";"New York";"New York City";"2016-11-22";"2016-11-26";"Standard Class";"Corporate";10009;"East";"FUR-FU-10000397";"Furniture";"Furnishings";"Luxo Economy Swing Arm Lamp";2;0.0;"39.88";"28.71";11.17
"CA-2016-154711";"TB-21355";"Todd Boyes";"United States";"New York";"New York City";"2016-11-22";"2016-11-26";"Standard Class";"Corporate";10009;"East";"OFF-AR-10001860";"Office Supplies";"Art";"BIC Liqua Brite Liner";3;0.0;"20.82";"13.32";7.5
"CA-2016-163384";"CC-12430";"Chuck Clark";"United States";"California";"San Francisco";"2016-11-10";"2016-11-12";"First Class";"Home Office";94122;"West";"OFF-BI-10004970";"Office Supplies";"Binders";"ACCOHIDE 3-Ring Binder, Blue, 1""""";4;0.2;"13.22";"8.76";4.46
"CA-2016-163384";"CC-12430";"Chuck Clark";"United States";"California";"San Francisco";"2016-11-10";"2016-11-12";"First Class";"Home Office";94122;"West";"OFF-PA-10003172";"Office Supplies";"Paper";"Xerox 1996";5;0.0;"32.4";"16.85";15.55
"CA-2015-101707";"PF-19165";"Philip Fox";"United States";"California";"San Diego";"2015-08-27";"2015-09-01";"Standard Class";"Consumer";92105;"West";"OFF-SU-10001218";"Office Supplies";"Supplies";"Fiskars Softgrip Scissors";3;0.0;"32.94";"23.72";9.22
"CA-2015-101707";"PF-19165";"Philip Fox";"United States";"California";"San Diego";"2015-08-27";"2015-09-01";"Standard Class";"Consumer";92105;"West";"OFF-PA-10002968";"Office Supplies";"Paper";"Xerox 1973";5;0.0;"114.2";"61.67";52.53
"CA-2015-101707";"PF-19165";"Philip Fox";"United States";"California";"San Diego";"2015-08-27";"2015-09-01";"Standard Class";"Consumer";92105;"West";"OFF-LA-10000134";"Office Supplies";"Labels";"Avery 511";1;0.0;"3.08";"1.6";1.48
"CA-2015-138898";"JH-16180";"Justin Hirsh";"United States";"Colorado";"Pueblo";"2015-05-25";"2015-05-29";"Standard Class";"Consumer";81001;"West";"OFF-AP-10004487";"Office Supplies";"Appliances";"Kensington 4 Outlet MasterPiece Compact Power Control Center";13;0.2;"845.73";"761.16";84.57
"CA-2017-115427";"EB-13975";"Erica Bern";"United States";"California";"Fairfield";"2017-12-30";"2018-01-03";"Standard Class";"Corporate";94533;"West";"OFF-BI-10002103";"Office Supplies";"Binders";"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl";2;0.2;"13.9";"9.39";4.52
"CA-2017-115427";"EB-13975";"Erica Bern";"United States";"California";"Fairfield";"2017-12-30";"2018-01-03";"Standard Class";"Corporate";94533;"West";"OFF-BI-10004632";"Office Supplies";"Binders";"GBC Binding covers";2;0.2;"20.72";"14.24";6.48
"CA-2016-134425";"QJ-19255";"Quincy Jones";"United States";"Minnesota";"Saint Paul";"2016-12-08";"2016-12-12";"Second Class";"Corporate";55106;"Central";"TEC-PH-10003555";"Technology";"Phones";"Motorola HK250 Universal Bluetooth Headset";5;0.0;"114.95";"112.65";2.3
"CA-2015-121391";"AA-10315";"Alex Avila";"United States";"California";"San Francisco";"2015-10-04";"2015-10-07";"First Class";"Consumer";94109;"West";"OFF-ST-10001590";"Office Supplies";"Storage";"Tenex Personal Project File with Scoop Front Design, Black";2;0.0;"26.96";"19.95";7.01
"CA-2016-137043";"LC-17140";"Logan Currie";"United States";"Virginia";"Springfield";"2016-12-23";"2016-12-25";"Second Class";"Consumer";22153;"South";"FUR-FU-10003664";"Furniture";"Furnishings";"Electrix Architect's Clamp-On Swing Arm Lamp, Black";6;0.0;"572.76";"406.66";166.1
"CA-2016-137043";"LC-17140";"Logan Currie";"United States";"Virginia";"Springfield";"2016-12-23";"2016-12-25";"Second Class";"Consumer";22153;"South";"FUR-FU-10003664";"Furniture";"Furnishings";"Electrix Architect's Clamp-On Swing Arm Lamp, Black";3;0.0;"286.38";"203.33";83.05
"CA-2015-115847";"TC-21535";"Tracy Collins";"United States";"Virginia";"Arlington";"2015-09-19";"2015-09-24";"Second Class";"Home Office";22204;"South";"FUR-BO-10003433";"Furniture";"Bookcases";"Sauder Cornerstone Collection Library";2;0.0;"61.96";"57.62";4.34
"US-2017-126179";"CS-12460";"Chuck Sachs";"United States";"Georgia";"Columbus";"2017-07-03";"2017-07-07";"Standard Class";"Consumer";31907;"South";"FUR-FU-10002554";"Furniture";"Furnishings";"Westinghouse Floor Lamp with Metal Mesh Shade, Black";1;0.0;"23.99";"18.47";5.52
"US-2017-126179";"CS-12460";"Chuck Sachs";"United States";"Georgia";"Columbus";"2017-07-03";"2017-07-07";"Standard Class";"Consumer";31907;"South";"TEC-PH-10001557";"Technology";"Phones";"Pyle PMP37LED";3;0.0;"287.97";"210.22";77.75
"CA-2016-101966";"BM-11785";"Bryan Mills";"United States";"Texas";"Houston";"2016-07-14";"2016-07-16";"Second Class";"Consumer";77036;"Central";"TEC-PH-10003437";"Technology";"Phones";"Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with";7;0.2;"419.94";"367.45";52.49
"CA-2016-141397";"RC-19825";"Roy Collins";"United States";"California";"Pasadena";"2016-06-20";"2016-06-21";"First Class";"Consumer";91104;"West";"OFF-PA-10002986";"Office Supplies";"Paper";"Xerox 1898";7;0.0;"46.76";"24.32";22.44
"CA-2016-141397";"RC-19825";"Roy Collins";"United States";"California";"Pasadena";"2016-06-20";"2016-06-21";"First Class";"Consumer";91104;"West";"OFF-BI-10000320";"Office Supplies";"Binders";"GBC Plastic Binding Combs";3;0.2;"17.71";"11.29";6.42
"CA-2016-141397";"RC-19825";"Roy Collins";"United States";"California";"Pasadena";"2016-06-20";"2016-06-21";"First Class";"Consumer";91104;"West";"OFF-AP-10003971";"Office Supplies";"Appliances";"Belkin 6 Outlet Metallic Surge Strip";2;0.0;"21.78";"16.12";5.66
"CA-2016-141397";"RC-19825";"Roy Collins";"United States";"California";"Pasadena";"2016-06-20";"2016-06-21";"First Class";"Consumer";91104;"West";"OFF-ST-10001469";"Office Supplies";"Storage";"Fellowes Bankers Box Recycled Super Stor/Drawer";3;0.0;"161.94";"152.22";9.72
"CA-2016-141397";"RC-19825";"Roy Collins";"United States";"California";"Pasadena";"2016-06-20";"2016-06-21";"First Class";"Consumer";91104;"West";"FUR-CH-10003846";"Furniture";"Chairs";"Hon Valutask Swivel Chairs";2;0.2;"161.57";"169.65";-8.08
"CA-2016-141082";"FM-14380";"Fred McMath";"United States";"Massachusetts";"Lawrence";"2016-12-09";"2016-12-13";"Standard Class";"Consumer";1841;"East";"OFF-LA-10001404";"Office Supplies";"Labels";"Avery 517";1;0.0;"3.69";"1.96";1.73
"CA-2016-141082";"FM-14380";"Fred McMath";"United States";"Massachusetts";"Lawrence";"2016-12-09";"2016-12-13";"Standard Class";"Consumer";1841;"East";"OFF-LA-10001474";"Office Supplies";"Labels";"Avery 477";4;0.0;"122.12";"65.94";56.18
"US-2016-134488";"PK-19075";"Pete Kriz";"United States";"Ohio";"Columbus";"2016-09-24";"2016-10-01";"Standard Class";"Consumer";43229;"East";"FUR-CH-10003199";"Furniture";"Chairs";"Office Star - Contemporary Task Swivel Chair";2;0.3;"155.37";"168.69";-13.32
"CA-2016-145919";"HG-14965";"Henry Goldwyn";"United States";"California";"Los Angeles";"2016-12-18";"2016-12-23";"Standard Class";"Corporate";90032;"West";"FUR-FU-10004960";"Furniture";"Furnishings";"Seth Thomas 12"" Clock w/ Goldtone Case""";8;0.0;"183.84";"121.33";62.51
"CA-2016-145919";"HG-14965";"Henry Goldwyn";"United States";"California";"Los Angeles";"2016-12-18";"2016-12-23";"Standard Class";"Corporate";90032;"West";"OFF-SU-10003505";"Office Supplies";"Supplies";"Premier Electric Letter Opener";5;0.0;"579.3";"550.33";28.96
"CA-2017-157651";"HA-14920";"Helen Andreada";"United States";"Pennsylvania";"Philadelphia";"2017-12-10";"2017-12-14";"Standard Class";"Consumer";19120;"East";"TEC-AC-10003116";"Technology";"Accessories";"Memorex Froggy Flash Drive 8 GB";1;0.2;"14.2";"10.83";3.37
"CA-2014-160773";"LW-16825";"Laurel Workman";"United States";"Florida";"Deltona";"2014-07-01";"2014-07-05";"Standard Class";"Corporate";32725;"South";"TEC-PH-10004586";"Technology";"Phones";"Wilson SignalBoost 841262 DB PRO Amplifier Kit";2;0.2;"575.92";"503.93";71.99
"CA-2014-160773";"LW-16825";"Laurel Workman";"United States";"Florida";"Deltona";"2014-07-01";"2014-07-05";"Standard Class";"Corporate";32725;"South";"OFF-BI-10000546";"Office Supplies";"Binders";"Avery Durable Binders";6;0.7;"5.18";"8.81";-3.63
"CA-2017-167703";"MC-17575";"Matt Collins";"United States";"Ohio";"Cincinnati";"2017-02-03";"2017-02-08";"Standard Class";"Consumer";45231;"East";"OFF-BI-10002071";"Office Supplies";"Binders";"Fellowes Black Plastic Comb Bindings";3;0.7;"5.23";"9.41";-4.18
"CA-2017-167703";"MC-17575";"Matt Collins";"United States";"Ohio";"Cincinnati";"2017-02-03";"2017-02-08";"Standard Class";"Consumer";45231;"East";"OFF-ST-10001490";"Office Supplies";"Storage";"Hot File 7-Pocket, Floor Stand";2;0.2;"285.55";"249.86";35.69
"CA-2017-121804";"LP-17095";"Liz Preis";"United States";"Kentucky";"Murray";"2017-03-03";"2017-03-08";"Standard Class";"Consumer";42071;"South";"OFF-AP-10004859";"Office Supplies";"Appliances";"Acco 6 Outlet Guardian Premium Surge Suppressor";5;0.0;"72.8";"53.14";19.66
"CA-2017-162635";"EB-14170";"Evan Bailliet";"United States";"North Carolina";"Wilmington";"2017-10-09";"2017-10-10";"First Class";"Consumer";28403;"South";"OFF-PA-10002659";"Office Supplies";"Paper";"Avoid Verbal Orders Carbonless Minifold Book";4;0.2;"10.82";"7.3";3.52
"CA-2014-107153";"GZ-14545";"George Zrebassa";"United States";"Massachusetts";"Lawrence";"2014-09-28";"2014-10-03";"Standard Class";"Corporate";1841;"East";"OFF-ST-10001321";"Office Supplies";"Storage";"Decoflex Hanging Personal Folder File, Blue";3;0.0;"46.26";"33.77";12.49
"US-2014-117058";"LE-16810";"Laurel Elliston";"United States";"Illinois";"Chicago";"2014-05-27";"2014-05-30";"First Class";"Consumer";60653;"Central";"OFF-BI-10004139";"Office Supplies";"Binders";"Fellowes Presentation Covers for Comb Binding Machines";6;0.8;"17.46";"48.02";-30.56
"CA-2015-120439";"AD-10180";"Alan Dominguez";"United States";"Pennsylvania";"Philadelphia";"2015-06-14";"2015-06-18";"Standard Class";"Home Office";19120;"East";"FUR-FU-10001867";"Furniture";"Furnishings";"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry";6;0.2;"51.07";"45.96";5.11
"CA-2016-128258";"CP-12085";"Cathy Prescott";"United States";"Connecticut";"Norwich";"2016-03-30";"2016-04-01";"First Class";"Corporate";6360;"East";"OFF-PA-10004156";"Office Supplies";"Paper";"Xerox 188";1;0.0;"11.34";"5.78";5.56
"CA-2017-106033";"FG-14260";"Frank Gastineau";"United States";"California";"San Francisco";"2017-10-15";"2017-10-18";"Second Class";"Home Office";94110;"West";"OFF-AR-10002818";"Office Supplies";"Art";"Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener";4;0.0;"87.92";"61.54";26.38
"CA-2016-142762";"LD-17005";"Lisa DeCherney";"United States";"California";"San Francisco";"2016-05-23";"2016-05-27";"Standard Class";"Consumer";94109;"West";"FUR-FU-10003691";"Furniture";"Furnishings";"Eldon Image Series Desk Accessories, Ebony";3;0.0;"37.05";"20.75";16.3
"CA-2017-127705";"AB-10255";"Alejandro Ballentine";"United States";"Ohio";"Lorain";"2017-06-02";"2017-06-06";"Standard Class";"Home Office";44052;"East";"TEC-PH-10000347";"Technology";"Phones";"Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple";1;0.4;"2.97";"3.61";-0.64
"CA-2017-127705";"AB-10255";"Alejandro Ballentine";"United States";"Ohio";"Lorain";"2017-06-02";"2017-06-06";"Standard Class";"Home Office";44052;"East";"OFF-ST-10004507";"Office Supplies";"Storage";"Advantus Rolling Storage Box";2;0.2;"27.44";"25.04";2.4
"CA-2014-122567";"MN-17935";"Michael Nguyen";"United States";"Texas";"Dallas";"2014-02-16";"2014-02-21";"Standard Class";"Consumer";75220;"Central";"OFF-BI-10002012";"Office Supplies";"Binders";"Wilson Jones Easy Flow II Sheet Lifters";3;0.8;"1.08";"2.81";-1.73
"CA-2014-122567";"MN-17935";"Michael Nguyen";"United States";"Texas";"Dallas";"2014-02-16";"2014-02-21";"Standard Class";"Consumer";75220;"Central";"OFF-AP-10001303";"Office Supplies";"Appliances";"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter";2;0.8;"7.96";"21.89";-13.93
"CA-2014-121664";"HP-14815";"Harold Pawlan";"United States";"California";"Los Angeles";"2014-05-06";"2014-05-10";"Standard Class";"Home Office";90049;"West";"OFF-BI-10003684";"Office Supplies";"Binders";"Wilson Jones Legal Size Ring Binders";8;0.2;"140.74";"87.96";52.78
"CA-2016-122133";"JR-15670";"Jim Radford";"United States";"Connecticut";"Middletown";"2016-05-16";"2016-05-23";"Standard Class";"Consumer";6457;"East";"OFF-ST-10002574";"Office Supplies";"Storage";"SAFCO Commercial Wire Shelving, Black";4;0.0;"552.56";"552.56";0.0
"US-2017-123281";"JF-15190";"Jamie Frazer";"United States";"California";"Los Angeles";"2017-04-02";"2017-04-07";"Standard Class";"Consumer";90008;"West";"FUR-FU-10003724";"Furniture";"Furnishings";"Westinghouse Clip-On Gooseneck Lamps";3;0.0;"25.11";"18.58";6.53
"CA-2017-100524";"CM-12115";"Chad McGuire";"United States";"New York";"New York City";"2017-03-31";"2017-04-02";"Second Class";"Consumer";10011;"East";"FUR-FU-10004018";"Furniture";"Furnishings";"Tensor Computer Mounted Lamp";2;0.0;"29.78";"21.74";8.04
"CA-2017-100524";"CM-12115";"Chad McGuire";"United States";"New York";"New York City";"2017-03-31";"2017-04-02";"Second Class";"Consumer";10011;"East";"TEC-PH-10002549";"Technology";"Phones";"Polycom SoundPoint IP 450 VoIP phone";3;0.0;"677.58";"501.41";176.17
"CA-2017-100524";"CM-12115";"Chad McGuire";"United States";"New York";"New York City";"2017-03-31";"2017-04-02";"Second Class";"Consumer";10011;"East";"OFF-PA-10004911";"Office Supplies";"Paper";"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk";8;0.0;"75.04";"39.02";36.02
"CA-2017-113481";"AS-10045";"Aaron Smayling";"United States";"North Carolina";"Jacksonville";"2017-01-02";"2017-01-04";"First Class";"Corporate";28540;"South";"TEC-MA-10002178";"Technology";"Machines";"Cisco CP-7937G Unified IP Conference Station Phone";2;0.5;"695.7";"723.53";-27.83
"CA-2017-113481";"AS-10045";"Aaron Smayling";"United States";"North Carolina";"Jacksonville";"2017-01-02";"2017-01-04";"First Class";"Corporate";28540;"South";"OFF-BI-10000474";"Office Supplies";"Binders";"Avery Recycled Flexi-View Covers for Binding Systems";6;0.7;"28.85";"50.01";-21.16
"CA-2015-131758";"KB-16315";"Karl Braun";"United States";"New York";"Freeport";"2015-05-28";"2015-06-01";"Standard Class";"Consumer";11520;"East";"OFF-AR-10000411";"Office Supplies";"Art";"Boston 16701 Slimline Battery Pencil Sharpener";3;0.0;"47.82";"33.47";14.35
"CA-2015-131758";"KB-16315";"Karl Braun";"United States";"New York";"Freeport";"2015-05-28";"2015-06-01";"Standard Class";"Consumer";11520;"East";"OFF-LA-10000262";"Office Supplies";"Labels";"Avery 494";5;0.0;"13.05";"7.05";6.0
"CA-2014-118339";"BN-11515";"Bradley Nguyen";"United States";"Minnesota";"Lakeville";"2014-03-17";"2014-03-24";"Standard Class";"Consumer";55044;"Central";"OFF-AP-10001154";"Office Supplies";"Appliances";"Bionaire Personal Warm Mist Humidifier/Vaporizer";2;0.0;"93.78";"57.21";36.57
"CA-2014-118339";"BN-11515";"Bradley Nguyen";"United States";"Minnesota";"Lakeville";"2014-03-17";"2014-03-24";"Standard Class";"Consumer";55044;"Central";"OFF-PA-10000466";"Office Supplies";"Paper";"Memo Book, 100 Message Capacity, 5 3/8” x 11”";7;0.0;"47.18";"23.59";23.59
"CA-2014-118339";"BN-11515";"Bradley Nguyen";"United States";"Minnesota";"Lakeville";"2014-03-17";"2014-03-24";"Standard Class";"Consumer";55044;"Central";"OFF-AR-10003829";"Office Supplies";"Art";"Newell 35";6;0.0;"19.68";"13.97";5.71
"CA-2014-118339";"BN-11515";"Bradley Nguyen";"United States";"Minnesota";"Lakeville";"2014-03-17";"2014-03-24";"Standard Class";"Consumer";55044;"Central";"OFF-BI-10001758";"Office Supplies";"Binders";"Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders";10;0.0;"53.4";"28.3";25.1
"CA-2014-118339";"BN-11515";"Bradley Nguyen";"United States";"Minnesota";"Lakeville";"2014-03-17";"2014-03-24";"Standard Class";"Consumer";55044;"Central";"OFF-BI-10000136";"Office Supplies";"Binders";"Avery Non-Stick Heavy Duty View Round Locking Ring Binders";6;0.0;"35.88";"18.66";17.22
"CA-2014-153976";"BP-11290";"Beth Paige";"United States";"Illinois";"Evanston";"2014-10-03";"2014-10-08";"Second Class";"Consumer";60201;"Central";"FUR-CH-10002880";"Furniture";"Chairs";"Global High-Back Leather Tilter, Burgundy";3;0.3;"258.28";"328.38";-70.1
"CA-2016-162901";"AS-10045";"Aaron Smayling";"United States";"Virginia";"Arlington";"2016-03-28";"2016-03-31";"First Class";"Corporate";22204;"South";"OFF-ST-10000649";"Office Supplies";"Storage";"Hanging Personal Folder File";2;0.0;"31.4";"23.55";7.85
"CA-2017-162978";"LW-16990";"Lindsay Williams";"United States";"California";"San Francisco";"2017-05-04";"2017-05-09";"Standard Class";"Corporate";94109;"West";"TEC-PH-10003092";"Technology";"Phones";"Motorola L804";5;0.2;"183.96";"163.26";20.7
"CA-2017-162978";"LW-16990";"Lindsay Williams";"United States";"California";"San Francisco";"2017-05-04";"2017-05-09";"Standard Class";"Corporate";94109;"West";"OFF-PA-10002250";"Office Supplies";"Paper";"Things To Do Today Pad";3;0.0;"17.61";"9.16";8.45
"CA-2017-162978";"LW-16990";"Lindsay Williams";"United States";"California";"San Francisco";"2017-05-04";"2017-05-09";"Standard Class";"Corporate";94109;"West";"FUR-TA-10003473";"Furniture";"Tables";"Bretford Rectangular Conference Table Tops";1;0.2;"300.9";"289.62";11.28
"US-2014-160444";"DC-12850";"Dan Campbell";"United States";"Texas";"Houston";"2014-07-05";"2014-07-05";"Same Day";"Consumer";77036;"Central";"OFF-ST-10001522";"Office Supplies";"Storage";"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h";3;0.2;"220.78";"264.93";-44.16
